docId,filename,top topics, and contribution to doc ...
93,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC61_120001-122000.txt,23,0.139,33,0.130,14,0.118,37,0.110,50,0.105,39,0.084,35,0.069
94,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC62_122001-124000.txt,39,0.210,50,0.136,37,0.122,33,0.112,14,0.064,34,0.054
95,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC63_124001-126000.txt,50,0.158,37,0.132,39,0.111,33,0.103,35,0.081,23,0.080,14,0.069
96,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC64_126001-128000.txt,15,0.150,50,0.144,37,0.128,33,0.111,39,0.072,18,0.062,14,0.058
97,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC65_128001-130000.txt,37,0.211,33,0.170,50,0.109,23,0.094,14,0.067,39,0.059,35,0.052
98,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC66_130001-132000.txt,37,0.164,39,0.162,33,0.124,50,0.111,23,0.108,14,0.087
99,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC67_132001-133262.txt,50,0.143,39,0.139,33,0.139,37,0.110,15,0.082,14,0.054,23,0.052
100,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC6_10001-12000.txt,33,0.183,30,0.177,6,0.125,14,0.085,23,0.058,50,0.054
101,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC7_12001-14000.txt,17,0.229,6,0.213,50,0.068,33,0.057
102,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC8_14001-16000.txt,17,0.172,6,0.162,15,0.084,14,0.074,23,0.065,33,0.061,37,0.052
103,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutC9_16001-18000.txt,6,0.165,23,0.156,14,0.136,33,0.092,37,0.058
104,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO10_18001-20000.txt,20,0.280,41,0.200,43,0.189,33,0.070,24,0.060
105,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO11_20001-22000.txt,41,0.232,20,0.203,43,0.160,24,0.126,33,0.090
106,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO12_22001-24000.txt,43,0.209,20,0.184,33,0.170,24,0.118,41,0.100
107,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO13_24001-26000.txt,20,0.340,33,0.173,43,0.148,41,0.140,24,0.070
108,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO14_26001-28000.txt,41,0.235,20,0.169,24,0.153,43,0.128,32,0.111,33,0.100
109,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO15_28001-30000.txt,41,0.265,24,0.217,20,0.145,33,0.082,32,0.065
110,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO16_30001-32000.txt,41,0.260,20,0.150,24,0.134,43,0.124,33,0.115
111,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO17_32001-34000.txt,41,0.257,24,0.168,20,0.156,33,0.131,43,0.100
112,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO18_34001-36000.txt,41,0.219,20,0.208,33,0.180,43,0.140,24,0.086
113,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO19_36001-38000.txt,41,0.218,33,0.209,24,0.176,43,0.148,20,0.140
114,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO1_1-2000.txt,20,0.189,43,0.159,33,0.132,24,0.121,40,0.111
115,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO20_38001-40000.txt,41,0.216,20,0.195,33,0.161,43,0.131,24,0.102,17,0.063
116,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO21_40001-42000.txt,33,0.213,41,0.199,24,0.150,43,0.137,20,0.115,34,0.089
117,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO22_42001-44000.txt,41,0.275,24,0.233,33,0.133,20,0.115,43,0.071,34,0.068
118,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO23_44001-46000.txt,41,0.305,33,0.138,20,0.134,18,0.125,43,0.110,24,0.054
119,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO24_46001-48000.txt,41,0.352,33,0.155,20,0.142,43,0.113,24,0.060
120,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO25_48001-50000.txt,41,0.264,33,0.180,20,0.162,43,0.097,24,0.091,17,0.077
121,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO26_50001-52000.txt,41,0.341,20,0.125,43,0.123,33,0.120,17,0.078,24,0.065
122,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO27_52001-54000.txt,41,0.321,4,0.184,20,0.132,24,0.080,33,0.077
123,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO28_54001-56000.txt,41,0.409,20,0.139,33,0.082,24,0.075,43,0.061
124,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO29_56001-58000.txt,41,0.372,20,0.175,33,0.133,43,0.106
125,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO2_2001-4000.txt,43,0.243,20,0.138,33,0.092,24,0.082,41,0.066,30,0.065,28,0.064,22,0.058
126,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO30_58001-60000.txt,41,0.370,20,0.117,33,0.107,43,0.100,34,0.074,24,0.069
127,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO31_60001-62000.txt,41,0.331,33,0.203,20,0.136,43,0.064,24,0.063
128,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO32_62001-64000.txt,41,0.356,20,0.142,34,0.127,33,0.083,24,0.083,43,0.059
129,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO33_64001-66000.txt,41,0.406,20,0.173,33,0.109,43,0.105,34,0.058
130,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO34_66001-68000.txt,41,0.433,33,0.122,20,0.108,24,0.095,43,0.058
131,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO35_68001-70000.txt,41,0.349,32,0.158,20,0.120,24,0.096
132,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO36_70001-72000.txt,41,0.327,20,0.178,34,0.139,33,0.086,43,0.061,24,0.061
133,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO37_72001-74000.txt,41,0.327,20,0.190,33,0.189,43,0.070,24,0.064
134,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO38_74001-76000.txt,41,0.361,20,0.164,33,0.129,43,0.072,42,0.060
135,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO39_76001-78000.txt,41,0.383,20,0.166,32,0.139,33,0.107
136,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO3_4001-6000.txt,43,0.224,20,0.172,41,0.123,24,0.116,33,0.094,30,0.063
137,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO40_78001-80000.txt,20,0.314,41,0.288,33,0.099,34,0.085,32,0.060
138,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO41_80001-82000.txt,41,0.372,20,0.157,33,0.102,42,0.095,24,0.084,43,0.060
139,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO42_82001-84000.txt,41,0.389,20,0.162,33,0.103,42,0.059,24,0.057,34,0.055,43,0.051
140,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO43_84001-86000.txt,41,0.303,2,0.256,20,0.125,34,0.099
141,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO44_86001-88000.txt,41,0.382,34,0.143,20,0.139,24,0.065
142,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO45_88001-90000.txt,41,0.442,34,0.119,20,0.109,24,0.064,32,0.063
143,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO46_90001-92000.txt,41,0.365,20,0.115,34,0.080,43,0.076,33,0.075,32,0.068,42,0.050
144,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO47_92001-94000.txt,41,0.358,20,0.179,33,0.137,43,0.079,24,0.071
145,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO48_94001-96000.txt,41,0.295,20,0.166,33,0.143,43,0.096,34,0.069
146,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO49_96001-97729.txt,41,0.293,20,0.228,33,0.170,43,0.070,24,0.058
147,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO4_6001-8000.txt,20,0.317,43,0.196,33,0.076,32,0.068,30,0.067,24,0.060
148,C:\Users\Scott Kleinman\Desktop\EMECorpus\SecondModel\2000_word_chunks\BrutO5_8001-10000.txt,20,0.252,43,0.224,33,0.162,17,0.064,24,0.063,41,0.058
